mf1,mf2,mf3,mf4,mf5,mf6,mf7,mf8,mf9,mf10,mf11,mf12,mf13,mf14,mf15,mf16,mf17,mf18,mf19,mf20,mf21,mf22,mf23,mf24,mf25,mf26,mf27,mf28,mf29,mf30,mf31,mf32,mf33,mf34,mf35,mf36,mf37,mf38,mf39,mf40,mf41,mf42,mf43,mf44,mf45,mf46,mf47,mf48,mf49,mf50,mf51,mf52,mf53,mf54,mf55,mf56,mf57,mf58,mf59,mf60,mf61,mf62,mf63,mf64,mf65,mf66,mf67,mf68,mf69,mf70,mf71,mf72,mf73,mf74,mf75,mf76,mf77,mf78,mf79,mf80,mf81,mf82,mf83,mf84,mf85,mf86,mf87,mf88,mf89,mf90,mf91,mf92,mf93,mf94,mf95,mf96,mf97,mf98,mf99,mf100,mf101,mf102,mf103,mf104,mf105,mf106,mf107,mf108,mf109,mf110,mf111,mf112,mf113,mf114,mf115,mf116,mf117,mf118,mf119,mf120,mf121,mf122,mf123,mf124,mf125,mf126,mf127,mf128,Emotion,code
-480.9404095,65.47056414,-11.90795897,8.050595019,7.396695974,-13.41871159,-13.55576954,-8.459863108,-10.44432909,1.844210448,-4.939301491,0.582053115,5.318107927,-1.986435965,-0.407314067,2.925422257,-5.93487722,3.007977358,-1.162836728,-0.267015803,-4.488024487,-0.410243529,-0.852923664,0.611126748,2.271071245,5.919533494,1.713688601,7.559026067,2.946915669,6.418129909,6.126096028,8.86332386,5.410533179,10.18097896,7.208663512,7.209393791,2.423383969,3.057244006,4.57754822,7.180121249,4.374618459,3.008910934,-0.273782009,2.99193565,2.202438512,4.454605095,1.101160459,1.853212407,0.997804245,3.378220241,1.441123041,2.01836457,0.407848872,2.664462733,2.051089893,3.111039741,0.128609854,0.166094805,0.021994038,2.211614137,0.792522739,0.578941798,-1.184510983,0.994965138,1.108194498,0.560625596,-0.498735649,1.005112794,0.80538251,0.600819385,-0.557257298,1.339478026,0.532413212,0.366450601,-0.328641908,0.238896501,-0.386838294,0.554432012,0.515115706,-0.270967466,-0.750475253,0.913833155,0.365416477,-0.416657917,-0.376331137,0.389332027,-0.099620637,0.986815601,0.41456326,0.015609937,-0.546399443,0.164474199,-0.375247306,0.090224251,0.172025057,0.109644242,-0.936925078,-0.156739368,-0.039617337,0.53061897,0.517455442,0.443693816,0.511274201,0.480634676,0.171881493,0.342280664,0.046012136,-0.261330656,-0.09913263,0.071998279,0.139704459,0.34984935,-0.058690635,-0.269009194,-0.437796855,0.076099454,-0.214683119,0.236332223,0.027760979,-0.305400141,-0.221077925,0.810164009,0.585224039,-0.076372487,-0.285203028,0.054300773,0.074329704,0.288280028,male_happy,12
-434.6527829,48.78455017,-13.05972608,13.60571955,3.380756726,-12.08336184,-14.81320749,-6.197495163,-8.037916572,-0.409636724,-6.378002273,-1.485763932,0.461023534,-4.273175856,0.120850757,0.274746059,-6.25876471,1.724305874,-3.60419582,0.032012744,-6.102292755,-0.50554541,-1.56801563,1.861770021,1.639509783,8.319222227,2.908271025,9.436610128,5.401474981,7.063444787,4.699398819,8.088763,3.131825831,6.047465386,2.380664853,3.687396942,-1.037182434,2.350720112,0.134113938,2.946208539,0.770056179,1.341514437,-0.227224124,0.562002932,-0.975623841,1.656455366,0.152061918,1.908600436,0.415470998,1.435335097,1.139590203,1.415728062,1.78571468,3.298954019,2.076390517,2.802113492,0.129329027,0.972249562,-0.684670901,1.34652028,1.152644156,1.646647481,0.420072174,1.76036966,1.058168868,1.117369216,-0.595606711,0.448994488,0.865128808,1.986585548,0.947792187,1.370728248,0.520429522,0.787388793,0.207234541,0.667728303,-0.022193964,0.380873486,0.428808446,0.668766459,0.908383704,1.404304363,0.179416023,0.652299927,0.280165983,0.963577694,1.314789264,2.148586863,0.344798538,0.726020951,0.544743665,0.289142788,0.101372451,1.331875343,0.858125692,0.19183074,0.683582233,0.645478443,-0.028930191,0.642654506,0.710908195,0.518459467,0.367930524,0.67470978,0.274485231,0.832889654,0.877451742,0.000754642,-0.135851746,0.153826706,-0.483976119,0.077297103,0.147284846,-0.103015369,-0.24762167,0.186018008,-0.162507009,0.155272339,0.348436493,-0.238288892,-0.225454118,0.72571492,0.814988271,0.152014137,-0.294907433,-0.254266835,0.259538489,0.579233466,male_happy,12
-489.4263928,64.58095798,-18.9905076,9.735215863,6.473987915,-17.23437876,-11.01761036,-11.11819535,-11.752875,3.102939901,-10.06228901,-1.060351376,0.294795715,-3.803626425,-5.620332798,-1.065169346,-9.917152642,-0.255942707,-3.269766089,-5.048952446,-6.113299957,-1.740665429,-2.261643748,-1.679541138,-0.22541403,3.595437127,-1.623455498,3.80283381,1.20481011,4.132476186,4.547988632,10.77261477,8.664675917,10.27361673,5.253891585,2.685410525,1.183697758,4.618605098,5.674623427,5.315441105,2.140514066,2.837262321,1.530984514,4.350159533,1.146869871,1.447648682,-0.327116299,3.005010126,1.403685685,2.007144738,-0.604560469,3.032253563,0.862086987,1.383962834,0.493181237,1.411256241,-0.989258851,1.09759907,0.219453175,1.088762997,-0.074410563,1.485088116,2.240255956,2.077325359,0.049915939,1.439542821,1.275287281,0.976141449,-1.059255277,-0.200229301,-0.053642398,-0.113544833,-0.401400324,0.963821663,-0.619927601,-0.660969029,-0.338634853,0.595004034,-0.579323725,0.052833042,-0.207268204,0.22857112,-7.90E-05,0.448319866,-0.307090711,0.735262016,0.928373959,1.368812703,1.090653004,1.306189278,0.162510979,0.757343306,0.783751245,0.392471227,-0.317412517,0.638213419,0.428772778,1.305424687,0.857902769,0.173784024,0.412462929,0.705066741,0.592103224,0.972943373,1.034445672,0.106808636,-0.329139211,0.32239501,0.454851866,0.329001465,-0.275830339,0.14009562,0.071558233,-0.303929336,0.08704312,0.076566294,-0.011290864,0.573675675,0.548887688,0.447498238,0.146051516,0.797021149,0.711016073,0.268686695,-0.230577913,0.664066574,0.656434228,0.220336512,male_happy,12
-451.9761344,49.1341557,-12.00612975,6.321407471,8.332816118,-9.866160145,-17.24882269,-3.123050708,-8.29697034,0.485313299,-4.616241199,-2.812503024,2.447832788,-3.450502953,-0.526499915,1.416039113,-10.34722418,1.666017117,-3.638306727,-1.802251418,-5.2220699,-1.066532045,-0.391832024,0.67453188,6.453250476,11.83006475,11.19506863,14.97748639,6.234935725,8.175823308,2.908335759,5.645901566,1.202449504,6.508751334,4.07500319,2.602972001,0.540699199,2.059480785,1.190359222,2.502624346,0.431792121,2.194376019,-1.08401938,-0.160887529,0.279270988,2.221744752,-0.645823249,1.811676921,0.036924245,3.508863917,3.038666878,3.332663169,-0.705690359,1.393761839,1.405610615,1.98134764,-0.257445842,0.293398248,-0.484110658,0.470531454,0.499301142,1.174157421,0.520654799,0.527786582,0.859598615,1.058114348,-1.116514533,0.22820245,1.323577124,0.313787378,-0.82649276,0.749660005,0.863616567,0.106753015,-0.098631198,0.633495842,-0.43722055,0.046717026,0.042505374,-0.308291934,-0.264848953,1.144831443,0.183418141,-0.30551784,-0.474810039,0.367925057,-0.218547888,1.044617957,0.066260585,-0.775857396,-0.498017256,0.130293345,-0.738423618,0.298140578,-0.022815442,-0.511494825,-0.097242603,-0.016102877,-0.290261089,0.604546224,0.183467471,-0.402335042,-0.078558012,0.204928791,-0.12059872,0.144539798,-0.333270418,-0.540628183,-0.460978377,-0.32679398,-0.675045017,0.310486934,-0.35079276,-0.577991357,-0.517237159,-0.633396002,0.025931099,-0.149211849,-0.132263084,-0.044914706,-0.340616378,0.51771448,0.426173819,-0.348110308,-0.027065206,0.066909559,-0.181040731,0.419602079,male_happy,12
-722.14778,72.13451245,1.83777613,11.42131155,7.311599936,-1.867675743,-4.772721518,-10.58281561,-6.40111245,-1.810492245,-5.51620893,-5.525395256,-1.241138003,-2.591808518,-2.814283091,0.185863605,-7.107055677,-1.136582015,-0.996524551,-2.649272706,-5.526820947,-1.595059071,-7.071460351,-0.510932998,-5.574641102,1.976560461,-4.842708153,0.958401269,-3.273041651,-2.492204286,-3.66107547,-1.051194308,-0.921007749,-0.86714883,-1.289452298,-1.737171826,-3.714215952,-0.675115143,-1.156332931,3.005125465,0.598353277,2.166362068,-0.405400208,1.149580351,0.124545401,2.411970376,0.952809568,2.407548246,1.579902963,2.869575558,1.474318356,3.798879649,2.715272622,3.411766376,1.86640634,2.758028034,1.981152111,0.741467233,0.294251693,0.93537703,-0.685296637,0.638861864,0.662933865,2.117326419,0.16909118,-0.142517273,-0.680140302,0.612884037,-0.218327061,0.26953094,-0.008790692,0.432193614,-0.699134282,-0.571775844,0.033233018,-0.009223334,-0.539642255,0.099646593,0.197180994,0.492352119,0.223861718,-0.053770072,-0.345983724,-0.059447544,0.156327194,-0.182160146,0.094107537,0.43074001,0.057326073,-0.097619532,-0.002590943,-0.232798406,-0.964374486,-0.101501401,-0.886295964,-1.111498906,-0.349517582,-0.372099676,-0.768243893,-0.23863872,0.387184974,0.648796163,0.141539344,-0.360545032,-0.028381831,0.162653112,-0.438649075,-0.721671743,-0.328908762,-0.435198559,-0.590731687,-0.085865501,-0.443640487,-0.396011894,-0.278134309,0.319841033,0.316413666,0.225358126,-0.234556173,-0.113746852,0.239283279,0.472981632,0.377138903,0.303532433,0.26150829,-0.062884756,0.065420237,0.10379803,male_sad,14
-694.9388717,81.35741523,7.407873877,17.69313079,14.61553983,-0.732734618,0.190531272,-9.55857697,-3.882948611,1.312641643,-3.648732094,0.206488821,3.896995026,-1.21218401,0.023032271,4.333048859,-7.155253319,1.435397942,0.719536039,-0.914853172,-3.497954326,-1.185342395,-3.310173614,-1.429044944,-3.790854451,3.457820008,-2.677347215,3.496965596,-1.306834708,0.081692956,-2.572905247,0.426458061,-0.514171718,0.603187522,0.759744709,-1.418299494,-3.33606417,-2.244671344,-2.542341542,0.481869003,-1.347554258,-0.820019421,-2.421446586,-1.406314858,-1.005024959,-0.119683814,-2.402865776,-1.891356252,-2.412456673,-0.288171048,-1.592249198,-0.750688442,-1.726590386,-0.257315506,-0.552239499,1.232839674,0.291220867,0.7865206,-0.558894693,0.641422923,2.175355866,1.994575692,2.630385022,3.02152503,2.153073448,1.708764054,1.41924512,2.396867993,1.382958708,2.215317641,1.292234532,1.390057794,-0.017661549,-0.385371866,-0.319186434,-0.386501589,-0.585569468,0.013732338,-0.523898493,-0.111074678,0.189566837,0.979452101,0.365602309,-0.016217808,-0.115451764,0.212280589,-0.071032866,0.792847814,0.209012147,-0.648808759,-0.014358503,-0.115983153,-0.353327988,-0.267830218,-1.360986169,-0.94617313,-0.456638402,0.138603002,-0.822560853,-1.012928557,-0.488077525,0.296612092,0.242671638,-0.058823872,0.345297945,0.911512661,-0.143360418,-0.399666155,0.171343414,0.015751556,0.11126785,0.12638742,-0.188286514,-0.398560172,-0.092034447,-0.130977837,-0.004312229,0.802930648,-0.17343029,-0.285330074,0.279186217,0.238030326,-0.030498291,-0.166293447,-0.393852721,-0.163384161,-0.290138824,0.163628146,male_sad,14
-706.8436897,76.23428675,9.914052855,10.50582834,7.32048641,-0.309753811,-4.36262808,-11.56208555,-5.871696114,-1.206962998,-6.249528433,-4.137218654,0.919613818,-5.134385862,-1.91111703,2.882793579,-9.204752554,0.034103138,-2.456680197,-2.430453064,-3.872089275,-1.569454064,-5.26302946,-3.017315818,-5.598053832,2.284126026,-5.44278809,1.806305898,-3.164986771,-2.137567044,-3.337105408,-1.550797353,-1.848395998,-0.240227437,-1.277726347,-2.9320512,-2.818624082,-2.382744143,-2.198850175,1.90070327,-1.957826045,0.468696559,-1.126042216,-0.144148226,-0.441732117,1.361487222,1.065221285,1.122602624,0.50793593,2.424095099,-0.221268332,1.330620374,0.397731526,1.40033731,0.687029391,1.407105723,0.769538396,1.228727431,0.165969525,1.600868833,1.671443731,1.761744337,1.274951592,1.598357371,0.650429216,0.769928804,-0.171852849,0.857045819,-0.322127822,0.185426197,-0.031821299,0.426071773,-0.132754384,0.10703384,-0.286964731,-0.111615595,-0.257944162,0.520557724,0.59594896,0.295472278,-0.492406418,0.54514991,-0.277479204,-0.030635308,0.17513761,0.814134697,0.32118936,0.414330191,0.666343149,0.234735672,0.056042994,0.219934038,-0.242656828,0.023415186,-0.203760806,-0.223156182,-0.409111068,0.397805422,0.618293531,0.376228117,0.126918381,0.352486135,0.465020257,0.340658224,0.753010528,0.531156171,-0.036812245,-0.24825061,-0.071223497,0.344558904,0.076507643,0.136823357,0.190734917,-0.19228867,0.043416827,-0.041499272,0.032196728,0.209563628,0.25559758,-0.227611192,0.127296842,0.649402957,0.097293754,0.132259511,0.115798352,0.003159439,-0.170697021,-0.013758862,male_sad,14
-623.7147874,74.63591565,-2.662462602,14.57474655,7.27007031,-9.139308809,-6.407408433,-13.07836122,-9.570248811,-1.004467212,-7.972414181,0.161822142,0.284538093,-7.78395212,-2.980991811,0.524372254,-11.68008444,0.548684866,-2.482602194,-2.823912165,-6.793261423,-4.208634818,-5.214842957,-3.065039004,-5.482986941,2.254881723,-5.719211199,2.260373555,-4.419269727,-2.384469695,-3.94891158,-0.660576801,-1.574255944,-0.088280973,-0.983824663,-2.483606688,-5.125555111,-2.693116652,-1.689175908,0.147955005,-0.695371326,-0.408571653,-0.878680354,1.038687485,0.730783121,3.035388917,0.598485232,1.83630247,1.467607738,2.466009865,1.943006205,2.813960916,2.062854065,2.576820003,1.065528885,2.474452569,0.617863069,0.077588578,-0.447364537,1.299652346,-0.068687046,0.947659938,0.304113145,1.505558363,0.003033041,-0.846932652,-0.795995199,0.400416088,0.936674349,0.604776043,-0.218989574,0.216054111,-0.199498591,0.088245928,0.173033558,-0.71212882,-1.60460322,0.097451767,-0.652706056,-1.392991846,-1.022183947,0.213780149,-0.762843409,-0.056787662,-0.296914329,0.037362387,0.186848786,0.724076306,0.049765213,-0.341809714,0.184307621,-0.188412483,-0.419492483,0.899533899,-0.330796317,-0.712899583,-0.085655987,0.169774704,-0.810558311,-0.027018548,0.27507029,-0.209522795,0.201208238,0.545712208,0.262003145,0.328138563,-0.22718956,-0.219779818,-0.197906449,0.166103132,0.065746475,0.002163608,-0.480737923,-0.551592764,-0.205893669,0.523450867,0.2773993,0.188415445,0.012252616,0.131902669,0.641112377,0.809483141,0.484607085,-0.072444657,0.217912375,0.010454309,-0.450862892,0.147849365,male_sad,14
-595.4337018,74.14351581,-9.417257931,14.86650049,13.30404398,-11.04221248,-17.04123548,-7.853300993,-18.23205837,-8.597175624,-12.54921553,-6.914112503,-3.185258075,-7.420744146,-5.833552572,-1.496800782,-6.950330894,-0.7892487,-5.173825284,-0.560354556,-10.6434127,-2.137263995,-3.436049629,-5.992266525,-2.248966485,0.72148987,-2.5026692,2.043261974,1.268324839,-0.065641588,-0.039121863,3.481867637,1.656776017,4.265768282,2.32710909,-0.433004363,-0.137204987,1.611993254,3.253642928,3.834516776,0.287008501,0.690439388,0.029759322,3.844228602,3.187879269,1.893568158,0.779615862,2.185661728,0.051265192,1.828631022,0.387066954,2.4719835,1.337341157,1.940928918,-0.750705532,-0.539866975,-1.166328376,0.773696965,-0.871211557,1.00369416,-0.525614881,-0.256513283,-0.089166824,-0.402751356,-0.008182761,0.395491169,-0.401839404,0.687772351,-0.866454726,-0.688327956,-1.792119973,-0.893739046,-1.136162687,0.552046615,0.167941848,-0.467170887,0.030956763,0.96344948,-0.232225958,-0.416655912,0.455635911,0.196210816,-0.666925109,0.224092088,0.55470458,0.52394857,0.98409348,2.039665897,1.224231753,0.912809324,0.715798182,-0.064043953,0.069291506,0.979599913,0.302638217,0.306314982,0.95824665,1.089046395,0.284510265,0.200527293,0.396704658,0.238671935,0.958135266,1.635948346,0.913052634,0.238156811,0.06189766,0.078457217,-0.171444518,0.584708067,-0.027602062,-0.724678221,-0.469717602,0.581999801,-0.377162478,0.087374632,0.720909495,0.120669624,0.021094392,0.647439246,0.771348739,0.363911509,0.739167919,0.529807785,0.584862035,0.366662372,0.164912182,0.529041273,male_sad,14
-601.1596846,60.73526565,1.123887412,12.97641402,9.850718654,-10.21889055,-9.792981728,-4.348792095,-10.71548729,-1.596458127,-7.075319151,-6.474918906,-0.473896619,-3.447790649,-4.342003164,0.417848019,-5.65390387,1.809533698,-0.150178377,1.028089564,-2.850101611,-0.327805544,0.191907239,-2.620438949,3.377301643,1.771059285,0.942763725,5.386766244,3.606598107,4.317989285,2.52155746,5.700435337,4.314404098,5.79455999,3.772245805,3.679802131,3.906002782,6.22054108,6.261081292,7.892741232,5.342360009,4.213978712,2.643920646,4.233386605,3.965719194,3.646381511,2.538963547,2.587880093,0.311132515,2.322051083,0.9422244,1.908091502,1.690412639,2.2345953,0.479486565,1.765338363,0.392850898,1.556488295,0.140063779,1.302669629,0.607072901,0.814693703,1.349908421,2.110852947,1.049953662,0.86493405,0.201151074,0.71534956,-0.351129821,-0.127613031,-0.208404207,0.929266586,0.625990409,1.045668653,0.713259745,0.599349165,0.463686281,1.50369726,0.412914351,0.73948931,1.444635897,1.668312849,0.273974299,0.71937497,1.56966394,1.079642505,1.269910533,1.942352667,1.314589131,1.100660626,0.679844168,0.463632193,0.734386882,1.356148251,0.037410526,0.088986065,0.671453868,1.159749279,0.39360525,0.441308206,0.651618602,0.371324182,0.433923867,1.088474097,0.835861425,0.379412843,-0.323951743,0.44537616,0.476366635,0.074266282,0.034227277,-0.292919987,-0.256948649,0.080288378,-0.304938276,-0.615535918,-0.065066941,0.354891154,-0.047326456,0.4038993,0.468792532,0.223948411,0.104863601,0.039537742,0.262795976,0.409037525,-0.101318576,0.250281472,male_sad,14
-567.2201091,55.34609886,2.139325699,10.7479547,8.090562196,-2.070328208,-14.71836214,-8.131366027,-10.6959783,-6.103293458,-9.003288544,-5.889525711,0.869942305,-4.723684615,-3.358824321,1.439821434,-8.752767096,0.269240206,0.549522497,-1.379284836,-4.653645997,-1.234561101,0.09712153,-4.414134087,-2.293370763,3.307049232,-2.057875164,5.037080134,1.918547335,2.674203574,0.784346724,6.321530277,4.986946211,8.005373531,6.757596672,5.71783638,4.790854353,5.640164315,6.21788097,6.367788819,2.319335018,2.555685963,1.562165359,4.582326108,2.533379798,3.025975902,1.158216419,2.708712426,1.272572405,2.581863763,0.25252145,1.775275364,1.316968351,1.595978515,0.624368537,1.373854102,-0.722249534,0.385927651,-1.136824429,0.362715545,-0.595070312,-0.648562849,0.931825527,0.739278644,-0.327753735,-0.03191187,-0.250595424,0.811452238,-1.078520411,-1.170817277,-1.080286975,0.326972257,-0.581769157,1.459251109,0.758971869,0.564918459,0.109479165,0.784515078,-0.324805309,1.20512345,0.668325444,0.231356325,0.13806139,0.627296103,0.59624275,0.745678896,1.036766696,1.443611248,0.503169887,1.044367101,0.58960589,-0.049972209,0.568580352,0.460321617,-0.240253839,0.216648375,0.473282374,1.031024217,0.517196622,0.525445043,0.190996366,0.378611983,0.181842897,1.256164146,0.823858171,0.080961815,-0.393788256,0.530516232,0.509490865,0.166541763,-0.010896703,-0.241790668,-0.359951901,-0.044475068,-0.165650047,-0.04811837,-0.033161064,-0.018782084,0.151286673,0.377788397,0.428209382,0.457288662,0.54496519,-0.115769389,0.044122154,0.286280812,0.11746674,0.345829848,male_sad,14
-596.7980335,56.24377296,1.257993592,11.68688475,11.48270983,-9.132818931,-14.62875183,-6.047278111,-16.51851351,-4.677271914,-7.668003098,-7.553393651,-2.50340065,-5.642018583,-8.970940087,-0.097635616,-9.849072303,-0.522293039,-0.568708193,-2.775656438,-5.35223428,-2.622175967,-2.445581239,-5.56651116,-1.670879513,1.498155591,-2.908486464,2.048682734,-0.840073337,-0.245868122,-0.376119709,2.538710217,2.284019372,3.820342359,1.615841556,-0.832253461,-0.276015596,-0.246552708,2.749410324,4.307292311,2.980723227,3.337589933,1.714440453,4.008156487,2.018344416,3.828783566,2.540685977,4.274423774,2.284232889,3.512493877,0.098960149,1.380923178,1.09112923,2.000824543,-0.632446707,0.72208686,-1.156842787,0.497816068,-1.515934297,0.091760726,-0.274163773,0.506441166,0.96040636,0.570963659,-0.26424411,0.077097411,-0.864279137,-0.431216187,-0.676064245,-0.50917943,-0.879243603,-0.653321251,-0.82146286,-0.352075471,-0.781895644,-0.866520073,-0.991217424,-0.078015948,-0.15572788,-0.360084161,0.117088873,0.183368335,-0.97156875,-0.364355527,0.184013943,-0.187452315,-0.770485798,0.016704237,0.306738501,-0.302246568,-0.524695579,-0.339931017,-0.697653685,-0.815093807,-0.913690706,-1.023904787,-0.929124942,-0.174512074,-0.350116685,-0.268167239,-0.476053351,-0.019483872,0.242555193,0.316217164,0.340392005,0.325546994,-0.416261781,-0.031958451,-0.35346411,-0.232554479,-0.05632111,-0.098403185,-0.403510345,-0.521286845,-0.284330591,-0.096572178,0.186267393,0.074418965,0.160387618,0.310870779,0.469435675,0.611832103,0.374348858,0.059368058,0.217573311,0.137657526,0.042928695,0.090125209,male_sad,14
-514.6750176,49.75493405,-8.939059503,14.72158305,6.170433391,-7.368993252,0.126278276,-9.898484448,-5.197806066,4.650676691,-1.47310692,-2.924969972,7.369162157,-2.573874875,-3.50327818,5.690682725,-8.19451178,1.217126548,-1.974080824,-1.871447006,-3.601923552,0.946582059,-4.098174324,1.893576482,-2.724316548,3.468440645,-1.990767557,3.648960413,-0.346491392,-0.123637798,0.844107779,1.015635601,-0.052877135,5.159990892,6.339064922,8.44543085,3.220254456,4.127228142,1.259345032,5.486238622,3.568032252,6.857636614,3.250002343,3.487286119,1.354702056,3.195145535,2.142161302,3.168891834,0.962800741,1.448923186,-0.080714474,1.660069066,0.651215764,2.015082928,1.597024483,2.42827428,0.623618618,0.915890682,0.293709575,1.387710512,0.58937531,0.902596811,-0.108002225,0.541573735,-0.226704817,1.763300471,0.843565459,1.409063737,0.543088921,2.021701134,0.645983712,0.862171057,0.664967261,0.960365151,0.232836174,0.23954673,0.588975581,0.691686779,0.589206931,1.083858035,0.664072342,0.714440312,0.57946381,1.566864761,0.323604766,0.657490012,1.162383667,1.697587678,-0.00576739,0.30364533,0.777328436,0.623042358,-0.390427613,0.409658572,0.13507289,0.086520221,0.216013084,0.270571935,-0.183626255,0.422392437,0.623045166,0.432474903,-0.047779936,0.413994825,0.541849584,0.214271918,-0.29545914,0.148174662,-0.251750203,0.043411814,0.153409391,0.554972921,0.232086563,0.19407053,-0.1549196,0.030874425,0.362849005,0.166409709,0.143393651,0.024128207,-0.309132446,0.159671123,0.330767648,-0.148030725,0.196369253,0.181557198,-0.167182726,0.136759437,male_angry,8
-428.7069709,39.60507646,-10.93410438,11.01240675,3.923561539,-13.27342212,-2.11988145,-5.711982633,-5.137719654,2.174547271,-2.907332601,-2.134869357,2.81307338,-3.9281317,-2.218345896,2.725864664,-7.450912013,1.159059106,-1.065611489,0.267131829,-3.137164903,1.912174851,-0.249493574,2.588498496,1.496797354,8.351081166,4.854692953,14.46771853,9.234638147,9.467430928,4.327893458,4.04675192,2.699503931,5.869046412,4.163013451,4.681723912,0.929081461,2.723149138,1.15642643,2.465545637,1.481819041,3.441877057,1.007048826,2.059146916,-0.011408592,3.086184403,2.497956928,3.177417136,-0.256733201,1.740584277,0.246510336,3.094687009,2.297902881,3.121361053,2.545854904,3.395672044,1.295556301,1.271469725,-0.13518035,2.174407113,0.943629636,1.034171486,0.71228857,0.558938613,-0.556982749,1.019377604,0.841667752,0.812150539,-0.355286261,0.599095342,1.063684604,1.470356021,0.864559886,0.763599008,0.277017608,0.394646674,-0.244539806,1.454755527,0.066210266,0.485438476,1.162769982,1.238552874,0.103485646,1.03203646,0.253461056,0.420720384,0.34118799,1.562083501,0.73892131,0.789354592,0.505234111,0.586706892,0.436215394,0.584991923,0.170222239,0.57836731,0.480822819,0.380484829,0.298327785,1.073868147,0.452150018,0.43613799,0.418732264,0.570379873,0.486844731,0.496483524,-0.121746638,0.421482677,0.0839354,-0.056090361,0.076672986,0.216807923,-0.007585158,-0.319634786,-0.689366522,-0.192927321,0.150482722,0.000441748,-0.179942871,-0.00070307,0.215904527,0.24605462,0.094776941,0.06623861,0.23932329,0.13381187,-0.022145311,0.173963426,male_angry,8
-588.9148364,57.22511862,5.582081666,16.78190476,6.936138792,-3.813011992,-2.354760819,-9.224311434,-6.003427757,0.630032056,-4.761863615,-2.003593774,4.719470927,-4.520901531,-3.486488574,3.543775579,-8.709133747,1.770153095,-0.898486877,-3.481872,-5.638670503,-0.494406977,-7.850426177,-2.391654151,-6.143287927,0.937644303,-4.620073003,-0.413307531,-1.723006007,-2.115601808,-3.694569979,-2.01581089,-2.720004746,-0.699825801,-1.5185266,-2.331994987,-4.436941616,-3.529233042,-4.530962893,-1.055859197,-3.211610699,-1.764666046,-3.408849964,-2.149212336,-2.165474833,0.338554457,-1.395015509,-0.841119994,-1.503649804,-0.869258326,-2.023379869,-0.489609333,-1.15567261,0.446561497,-1.249832058,-0.889630144,-1.985530715,-0.737436235,-1.226558323,0.806551359,0.931696326,1.663191586,0.526358928,0.208129094,-0.670376574,0.241623331,-0.47707779,0.97079239,0.694414448,1.475539397,0.784625073,1.19622979,0.139993264,0.116035119,0.062417173,0.708104349,-0.574095349,0.294079442,0.531264841,0.582753594,0.042909729,0.637403545,-0.048923614,-0.130063651,0.506705102,1.090533913,0.629546089,0.628085993,1.151041064,0.456051127,-0.49554888,0.004198679,-0.399528812,-0.203940395,0.117950972,0.371445451,-0.123398164,-0.19393637,0.028029923,0.107565462,0.059232308,0.651313613,0.639371082,0.689131314,0.114580999,0.587640186,0.077095573,-0.543120908,-0.178987888,0.217431162,-0.10007321,0.489109656,0.333702973,-0.352538489,-0.180509524,-0.025084515,-0.181342126,0.364668272,0.513006647,0.10743145,0.428397068,0.608477792,0.395637554,0.258546238,0.37642777,0.47526491,0.332390591,0.16476001,male_angry,8
-509.0732792,48.76100863,-1.620813381,13.62815843,0.29259382,-9.811067469,-4.931122822,-10.23746741,-4.421013588,-0.519712533,-5.125128189,0.045445922,0.368934349,-4.715156554,-3.044375324,0.205046812,-10.38043276,0.47021886,-3.645108902,-0.794773739,-7.404365639,-1.248113779,-4.798559243,-4.539754781,-3.310996205,0.235903465,-5.215061094,0.401933654,-2.686911803,-0.454281737,-0.88168229,1.965582419,-0.250233061,2.874841156,0.955337904,1.363151404,-1.647882399,-1.069039697,-1.556233472,0.878435046,0.731452771,0.27626553,0.093798269,1.477236943,1.794837299,3.863617904,1.367030763,1.411122875,0.034244247,0.920182952,-0.266436509,1.598900547,1.028964853,2.228776456,2.127800733,2.779060678,0.392588551,-0.123836209,-1.267094692,0.278135175,0.768808711,1.597565846,0.180454312,0.26879229,-0.137478887,0.647997692,-0.593825324,0.866186487,0.33999188,0.53879318,-0.242821858,0.886814228,0.500009228,-0.325719223,-0.859776208,0.13836414,0.268674208,0.09624592,-0.278696351,-0.157739337,0.139604357,1.114459207,0.844335851,-0.30335996,-0.124209337,0.645300171,0.397361117,0.953848869,0.336658106,0.171100507,0.359136024,0.564233274,-0.128220472,-0.034259799,0.101498218,0.29423995,-0.361128702,-0.153962227,0.285542165,0.256240255,-0.040265827,0.192053768,0.143991752,0.183559587,-0.027591663,0.365198427,0.173304518,-0.108522124,-0.300199647,0.240665776,-0.0670509,0.084038362,-0.021937212,-0.413023063,-0.206676986,0.009706668,-0.046008403,0.150037603,0.02400466,0.035698214,0.201243603,0.358490969,0.441932442,0.136979605,0.223674211,0.175615436,0.006796928,0.218428116,male_angry,8
